hotel_name,address,stars,rating,check-in-date,check-out-date,room_type,price,capacity,location_from_center,is_hotel_chain,has_breakfast_buffet,has_pool,has_gym,has_function_room
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-08-19,2018-08-20,Standard Single Room,₱ 900,1,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-08-29,2018-08-30,Standard Single Room,₱ 900,1,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-08-29,2018-08-30,Studio,"₱ 1,100",2,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-08-29,2018-08-30,Studio,"₱ 1,100",2,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-09-08,2018-09-09,Standard Single Room,₱ 900,1,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-09-08,2018-09-09,Studio,"₱ 1,100",2,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-09-18,2018-09-19,Standard Single Room,₱ 900,1,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-09-18,2018-09-19,Studio,"₱ 1,100",2,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-09-18,2018-09-19,Studio,"₱ 1,100",2,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-10-18,2018-10-19,Standard Single Room,₱ 900,1,(2.1 km from centre),0,0,0,0,0
The Strand Suites and Dormitel,"#4 Road 2 Doña Vicenta Subdivision Bajada, 8000 Davao City, Philippines",2,8.9,2018-10-18,2018-10-19,Studio,"₱ 1,100",2,(2.1 km from centre),0,0,0,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-24,2018-06-25,Executive Double or Twin Room,"₱ 1,721.37",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-24,2018-06-25,Superior Double Room,"₱ 1,844.32",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-24,2018-06-25,Deluxe Double Room with Pool View,"₱ 2,008.26",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-24,2018-06-25,Executive Queen Room with Pool View,"₱ 2,213.19",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-25,2018-06-26,Executive Double or Twin Room,"₱ 1,721.37",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-25,2018-06-26,Superior Double Room,"₱ 1,844.32",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-25,2018-06-26,Deluxe Double Room with Pool View,"₱ 2,008.26",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-25,2018-06-26,Executive Queen Room with Pool View,"₱ 2,213.19",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-27,2018-06-28,Deluxe Double Room,"₱ 1,598.41",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-27,2018-06-28,Executive Double or Twin Room,"₱ 1,721.37",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-27,2018-06-28,Superior Double Room,"₱ 1,844.32",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-27,2018-06-28,Deluxe Double Room with Pool View,"₱ 2,008.26",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-06-27,2018-06-28,Executive Queen Room with Pool View,"₱ 2,213.19",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-04,2018-07-05,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-04,2018-07-05,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-04,2018-07-05,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-04,2018-07-05,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-04,2018-07-05,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-10,2018-07-11,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-10,2018-07-11,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-10,2018-07-11,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-20,2018-07-21,Executive Double or Twin Room,"₱ 1,680.38",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-20,2018-07-21,Superior Double Room,"₱ 1,844.32",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-20,2018-07-21,Deluxe Double Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-20,2018-07-21,Executive Queen Room with Pool View,"₱ 2,090.23",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-25,2018-07-26,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-25,2018-07-26,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-25,2018-07-26,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-25,2018-07-26,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-25,2018-07-26,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-30,2018-07-31,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-30,2018-07-31,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-30,2018-07-31,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-07-30,2018-07-31,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-04,2018-08-05,Superior Double Room,"₱ 1,844.32",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-04,2018-08-05,Deluxe Double Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-04,2018-08-05,Executive Queen Room with Pool View,"₱ 2,090.23",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-09,2018-08-10,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-09,2018-08-10,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-09,2018-08-10,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-09,2018-08-10,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-14,2018-08-15,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-14,2018-08-15,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-14,2018-08-15,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-14,2018-08-15,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-14,2018-08-15,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-19,2018-08-20,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-19,2018-08-20,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-29,2018-08-30,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-29,2018-08-30,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-29,2018-08-30,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-29,2018-08-30,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-08-29,2018-08-30,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-08,2018-09-09,Executive Double or Twin Room,"₱ 1,680.38",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-08,2018-09-09,Superior Double Room,"₱ 1,844.32",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-08,2018-09-09,Deluxe Double Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-08,2018-09-09,Executive Queen Room with Pool View,"₱ 2,090.23",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-18,2018-09-19,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-18,2018-09-19,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-18,2018-09-19,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-09-18,2018-09-19,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-10-18,2018-10-19,Deluxe Double Room,"₱ 1,393.49",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-10-18,2018-10-19,Executive Double or Twin Room,"₱ 1,516.44",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-10-18,2018-10-19,Superior Double Room,"₱ 1,639.40",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-10-18,2018-10-19,Deluxe Double Room with Pool View,"₱ 1,803.34",2,(1.4 km from centre),0,0,1,0,0
Domicilio Lorenzo,"113 Camia St. Juna Subdivision, Matina, Davao City, 8000 Davao City, Philippines",2,8.6,2018-10-18,2018-10-19,Executive Queen Room with Pool View,"₱ 1,926.29",2,(1.4 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-06-25,2018-06-26,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-06-27,2018-06-28,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-07-04,2018-07-05,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-07-10,2018-07-11,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-07-15,2018-07-16,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-07-30,2018-07-31,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-08-04,2018-08-05,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-08-09,2018-08-10,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-08-14,2018-08-15,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-08-19,2018-08-20,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-08-29,2018-08-30,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-09-08,2018-09-09,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-09-18,2018-09-19,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Hotel Tropika,"Km. 7 Lanang , 8000 Davao City, Philippines",3,8.6,2018-10-18,2018-10-19,Deluxe Double or Twin Room,"₱ 2,786.89",2,(5 km from centre),0,0,1,0,0
Marco Polo Davao,"Claro M. Recto Street, 8000 Davao City, Philippines",5,8.4,2018-06-22,2018-06-23,Superior Room,"₱ 5,864",2,(950 m from centre),1,0,1,1,0
Marco Polo Davao,"Claro M. Recto Street, 8000 Davao City, Philippines",5,8.4,2018-06-22,2018-06-23,Deluxe Room,"₱ 6,027",2,(950 m from centre),1,0,1,1,0
Marco Polo Davao,"Claro M. Recto Street, 8000 Davao City, Philippines",5,8.4,2018-06-22,2018-06-23,Deluxe Room with Buffet Breakfast and Round Trip Airport Transfers,"₱ 6,108",2,(950 m from centre),1,0,1,1,0
Marco Polo Davao,"Claro M. Recto Street, 8000 Davao City, Philippines",5,8.4,2018-06-22,2018-06-23,Premier Room,"₱ 7,086",2,(950 m from centre),1,0,1,1,0
Marco Polo Davao,"Claro M. Recto Street, 8000 Davao City, Philippines",5,8.4,2018-06-22,2018-06-23,Premier Room with Buffet Breakfast and Round Trip Airport Transfers,"₱ 7,167",2,(950 m from centre),1,0,1,1,0
Marco Polo Davao,"Claro M. Recto Street, 8000 Davao City, Philippines",5,8.4,2018-06-22,2018-06-23,Continental Club Room,"₱ 10,751",2,(950 m from centre),1,0,1,1,0
